"filename", "language", "Properties", "Python", "C", "PowerShell", "Shell Script", "HTML", "JavaScript", "XML", "CSS", "Markdown", "comment", "blank", "total"
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\th\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\th\formats.py", "Python", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 34
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\tk\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\tk\formats.py", "Python", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 33
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\tr\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\tr\formats.py", "Python", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 31
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\ug\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\ug\formats.py", "Python", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 15
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\uk\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\uk\formats.py", "Python", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 36
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\uz\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\uz\formats.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 31
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\vi\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\vi\formats.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 22
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\zh_Hans\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\zh_Hans\formats.py", "Python", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 43
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\zh_Hant\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\locale\zh_Hant\formats.py", "Python", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 43
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\urls\__init__.py", "Python", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\urls\i18n.py", "Python", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 40
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\conf\urls\static.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 31
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\__init__.py", "Python", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 53
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\actions.py", "Python", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 95
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\apps.py", "Python", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\checks.py", "Python", 0, 1220, 0, 0, 0, 0, 0, 0, 0, 0, 24, 116, 1360
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\decorators.py", "Python", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 112
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\exceptions.py", "Python", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\filters.py", "Python", 0, 620, 0, 0, 0, 0, 0, 0, 0, 0, 14, 83, 717
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\forms.py", "Python", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\helpers.py", "Python", 0, 490, 0, 0, 0, 0, 0, 0, 0, 0, 12, 67, 569
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\migrations\0001_initial.py", "Python", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 76
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 22
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py", "Python", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 20
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\models.py", "Python", 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28, 249
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\options.py", "Python", 0, 2167, 0, 0, 0, 0, 0, 0, 0, 0, 152, 282, 2601
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\sites.py", "Python", 0, 484, 0, 0, 0, 0, 0, 0, 0, 0, 40, 98, 622
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\autocomplete.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 230, 0, 0, 50, 280
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\base.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 935, 0, 32, 217, 1184
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\changelists.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 273, 0, 8, 63, 344
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\dark_mode.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 6, 29, 131
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\dashboard.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 2, 7, 30
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\forms.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 387, 0, 12, 100, 499
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\login.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 1, 12, 62
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\nav_sidebar.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 26, 151
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\responsive.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 677, 0, 31, 201, 909
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\responsive_rtl.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 2, 18, 90
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\rtl.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 223, 0, 8, 63, 294
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\unusable_password_field.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 3, 4, 20
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\vendor\select2\LICENSE-SELECT2.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 5, 22
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\vendor\select2\select2.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 425, 0, 0, 57, 482
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\vendor\select2\select2.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\css\widgets.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 503, 0, 9, 102, 614
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\calendar-icons.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 1, 64
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\gis\move_vertex_off.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\gis\move_vertex_on.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-addlink.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-alert.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-calendar.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-changelink.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-clock.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-deletelink.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-hidelink.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-no.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-unknown-alt.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-unknown.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-viewlink.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\icon-yes.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\inline-delete.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\search.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\selector-icons.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 1, 35
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\sorting-icons.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 20
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\tooltag-add.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\img\tooltag-arrowright.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\SelectBox.js", "JavaScript", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 5, 1, 117
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\SelectFilter2.js", "JavaScript", 0, 0, 0, 0, 0, 0, 258, 0, 0, 0, 28, 22, 308
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\actions.js", "JavaScript", 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 9, 21, 205
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\admin\DateTimeShortcuts.js", "JavaScript", 0, 0, 0, 0, 0, 0, 317, 0, 0, 0, 65, 27, 409
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\admin\RelatedObjectLookups.js", "JavaScript", 0, 0, 0, 0, 0, 0, 216, 0, 0, 0, 14, 23, 253
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\autocomplete.js", "JavaScript", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 4, 34
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\calendar.js", "JavaScript", 0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 28, 16, 240
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\cancel.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 3, 3, 30
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\change_form.js", "JavaScript", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 2, 1, 17
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\core.js", "JavaScript", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 19, 18, 185
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\filters.js", "JavaScript", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 6, 5, 31
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\inlines.js", "JavaScript", 0, 0, 0, 0, 0, 0, 272, 0, 0, 0, 61, 27, 360
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\jquery.init.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 6, 1, 9
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\nav_sidebar.js", "JavaScript", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 1, 6, 80
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\popup_response.js", "JavaScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\prepopulate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 10, 5, 44
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\prepopulate_init.js", "JavaScript", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\theme.js", "JavaScript", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 3, 6, 52
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\unusable_password_field.js", "JavaScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 1, 30
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\urlify.js", "JavaScript", 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 5, 6, 170
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\jquery\jquery.js", "JavaScript", 0, 0, 0, 0, 0, 0, 6767, 0, 0, 0, 1887, 2063, 10717
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\jquery\jquery.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 5, 22
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\af.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ar.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\az.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\bg.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\bn.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\bs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\ca.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\cs.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\da.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\de.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\dsb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\el.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\en.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\es.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\et.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\eu.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\fa.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\fi.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\fr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\gl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\he.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hi.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hsb.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hu.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"c:\Users\Maxim\Downloads\ART-main\ART-main\venv\lib\python3.12\site-packages\django\contrib\admin\static\admin\js\vendor\select2\i18n\hy.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
